1.7572	5	3.07778E-127
1.7656	0	4.08387E-59
1.774	13	2.25485E-203
1.7824	20	31106
1.7908	4	1.05682E-191
1.7992	2	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
